PID,Sale_Price
906380170,12.1930556465343
902204080,11.3924868944446
535478110,11.6739291836409
908152270,11.903967316975
903458060,11.7199540379047
907285100,12.3836005561669
535377090,11.7018086255087
527354200,12.1397639298665
911128020,11.499037983008
533242030,12.3364914641668
907135080,12.033099580868
902104020,11.8630175689809
907414070,12.1062675793788
528228450,12.1467305262285
905425125,12.2744773173186
534225110,11.9090998123367
903427090,11.9150611760545
902109080,11.6980457985302
531452020,11.731277915966
534451020,11.3043095707614
531375120,11.9932436264622
531451280,12.1907106259213
907192030,12.1328460258211
526350040,11.7013585777923
534202030,11.8957272186048
528172150,12.5942505743481
908275240,11.5839153877434
908151040,11.883985990098
528458130,12.6641092837908
532378200,11.8011659383486
535303030,12.0943208756785
533208040,12.2126365303494
905201110,12.0827727032548
527126030,12.4496437155772
907412080,12.1329065234588
528142010,12.6356917818455
916403020,12.1761719735872
528120060,12.855304674758
904351280,11.7066571310741
533244030,12.3978823540686
924100070,12.0460140201296
906392100,12.3890401302728
905200350,11.9707546885866
535125010,12.4408162793198
907180120,12.2791153424962
534251320,11.9355694160786
527252050,12.6624389417023
905451330,11.9895931436467
527356020,12.5348680846099
909131170,11.8700422879927
528218030,12.1233511512495
903454060,11.2578036728857
907252020,12.3917951662263
923202060,11.8159782854877
528435040,12.7002744769773
905201080,11.9984298281445
905300080,11.8443621188608
905229040,11.9413036305635
907254050,12.2075897778656
903426160,12.0008418110501
923228290,11.3315105487822
535402070,11.8595594682753
909101080,11.4051057432878
535175030,11.9854934008743
531475220,11.9195818839993
903454010,11.7912451934124
528228360,12.2119060106816
534427010,11.9697654907943
905476225,11.7561768888855
907202050,11.9431028853409
903227090,11.6960518061617
907290230,11.8881232709384
531375070,11.8510433222592
534427140,11.9330843066567
531452100,11.9787770479665
528186100,12.6921942721554
914476050,11.8520240425227
535382130,11.9526841928317
906226080,11.7913383148447
902207120,11.3853678961609
531376050,12.0941410520135
907295100,12.2362378231191
903476090,11.6032566164667
531375060,11.8782454720298
535453150,11.8859866873419
528106050,13.0463852158715
535454060,11.3197494292101
528106070,12.7179184247465
923229010,11.9733754092889
908102050,11.597190336026
535425040,12.2194387911604
533221030,12.0679931866657
528427020,12.3476723912312
535352080,11.6124254528104
907203060,11.7229140718135
903201080,12.0519758664454
908188130,11.8249828145199
907420080,12.152198374291
908186070,11.8842605587055
531382090,12.0796666059694
527353080,12.0648559164894
533350050,12.6291635912304
528218130,12.300368818804
534403100,11.9783838640969
905402070,11.6464994700307
533253050,12.0518559166132
907230240,11.8493931259665
527403040,11.9458503072229
909252110,12.0714197505195
907290090,12.2169842436716
923202025,12.1271790762073
534403360,11.9300165937846
527454120,11.8062477017181
907250020,12.3689873957025
907414060,12.1412197881544
909250200,11.8703267187497
923251160,11.638786092523
527182190,12.2776619109746
528363130,12.7483600191585
535452140,11.6261248281427
527216050,12.9534424864477
904100140,12.3053906798631
916125360,12.0117489193417
528250010,12.0712580847007
534276070,11.8752241272697
527357110,11.8082321997612
528441090,12.9452427362694
531380080,12.3633655812027
904101170,11.7095680147516
527404150,11.6080430906184
903231220,11.4061574388251
527161010,12.0950832311928
528385050,12.4595840578314
907181090,12.1953109866404
532376160,11.7603895319054
903236130,12.0728713571169
534425310,11.9126523371779
905450020,11.9039940272603
535450210,11.8115039399789
533206070,12.3557813888001
533223110,11.9111105427847
903232090,11.9430061070485
902427040,11.5852715622703
534151090,12.2049656381273
527359030,11.9514505700368
906225180,12.2204064050704
527107010,12.1273732759963
905200220,11.758828129326
906340130,12.717905048116
903233050,11.8106201554412
907253060,12.343197164176
532378220,11.7456235824462
909428170,12.4340802709682
907275030,12.2678263723311
905452140,11.8678194994384
905378040,11.8004943822501
905200260,11.9592639227986
528186030,12.5517289879262
533242080,12.176258742389
907412070,12.2378801136647
535300120,12.0542388794741
528240020,12.1669705072005
908127120,11.6709289399467
902106120,11.3260307198239
907270040,12.492316923241
528275160,12.4745704093925
907420110,12.0325337706195
902111010,11.4927664134249
528240080,12.3610575208641
535401140,11.8680598909455
528228290,12.180586749392
527454130,11.8576653857457
527455080,11.8985363987011
528427040,12.2033940570691
916460070,12.1000981589644
908275220,11.693988549465
533352150,11.9239617241024
528458180,12.309551369232
902305080,11.7734876209955
907200250,11.9431532130793
907135180,11.7391765420881
907200110,11.747501095837
903454020,11.2664584650133
905108090,11.9700672631605
907202010,11.9596474808278
907262050,12.2993599050812
911370490,12.6252504226245
527365030,12.3823017817571
527110080,12.0909007999671
534431030,11.7959408804269
531452010,11.7492529116942
528439010,12.3335415317832
527212050,12.7335089747075
904100100,12.2443793127279
914467040,12.3916675420776
923276250,11.779272064882
535457040,11.7940751765992
527356060,12.0345938415425
535378020,11.5528473302716
531451030,12.1598680676311
907275090,12.3226453390821
907192040,12.3165814795886
528458150,12.6442112273568
535301170,11.9141845375113
535402330,12.1919173407106
534403040,12.0463638071315
535383070,12.1176969702128
909254050,12.1669937982077
908102160,11.7614492199467
528106040,12.9337464348287
535456100,11.6503188079925
528110100,12.8651622685257
906202040,12.1133260250065
905226050,11.9418688407174
923225300,11.424021360691
907285020,12.3317429390084
906223040,12.3179450209489
535327210,11.9161359717559
528228405,12.2520844854919
528480130,12.2498578804733
902329090,11.8729978254914
527404030,11.8830714824551
908225310,11.4313049822845
534450090,10.7031757609774
923228180,11.2485833440038
907176010,12.197637154893
535180120,11.7739108408497
527454050,11.856888121836
903456090,11.496744688468
908226120,11.6807292540015
903204010,11.7954369329641
528429070,12.457421483294
902103120,11.7929970846502
528142040,12.7713267589675
527355280,12.2271281546151
528118050,13.0027907914167
535376090,11.6695733824809
534275010,11.7760088228925
535150300,12.3374268620039
528221100,12.097425332531
531375050,11.9183229691472
903235020,11.4694679504838
909279040,11.6000612895239
903400040,12.0337256501962
527355150,12.5423957299121
905202190,12.339240637541
916226030,12.1862940170541
533213120,12.0269374890348
911204090,11.3962161895416
903475040,11.7400860192162
528138030,12.9084948826877
527378140,12.0289331996198
527302185,12.3998780304982
528174070,12.1810850638555
903229040,11.7309785005178
