"id"	"prob"
40625	0.939810045485768
14191	0.25303503274335
5011	0.160268812736435
23277	0.755578857837933
29766	0.000522850735635927
10295	0.00400864352656539
36354	0.330130792986219
4688	0.785212479405882
15064	0.99473425377779
40064	0.744242315680127
9192	0.558853133831432
921	0.0173150783977179
36266	0.849271710295489
4194	0.884523790342722
317	0.413469055448292
39884	0.98016818702421
14543	0.0965345149856454
10821	0.667987187556717
38628	0.692880293228036
22374	0.278937775056432
15099	0.0602111170686962
30860	0.0111203856573681
18803	0.0178553171852887
35304	0.974258327831838
46052	0.844554231664926
39320	0.516775857716384
36190	0.758252761381108
18383	0.450888618749753
3204	0.995464835489104
5981	0.141351923063832
44840	0.644904149320171
1850	0.824838063930682
5794	0.44821372247319
3721	0.532140356375604
18702	0.854939104901521
41183	0.024367675040928
14851	0.707190494630666
8309	0.809143207627938
2547	0.0143607121154222
40386	0.705248645339615
40796	0.828827787985171
11416	0.838946697563208
38327	0.649260629605642
39298	0.517341017565169
7332	0.0502791585487386
13010	0.616686069160467
10096	0.0648817020934628
821	0.989733437272133
27033	0.895836064484716
43034	0.0751304534639094
1979	0.774351040305439
40027	0.529810173402784
32043	0.204119377974389
19579	0.871038961015762
19023	0.0804572880797179
3520	0.789920799906395
33984	0.0990573838624682
27925	0.979121411857013
14180	0.933185191493651
44388	0.0991019634656758
27448	0.836308764164652
31313	0.796944269033846
33015	0.000285762620306877
16918	0.0816134369596149
32555	0.424844232464428
41118	0.0355266129057741
38497	0.945637114589103
15765	0.356913773891657
16117	0.987839095116329
12853	0.890279757093768
49945	0.908671973936435
40692	0.000279124456300694
45627	0.980163936326751
15587	0.557217472384141
2587	0.205454944060612
46670	0.033628938087222
25141	0.611422428214456
48381	0.969254468366252
37403	0.0641728982538411
48933	0.98762297266209
38037	0.00845354693012404
38847	0.0841686439872553
17374	0.442204387799526
12330	0.914334768072481
46193	0.490113052174858
30011	0.0742871458807049
3872	0.383433587365178
44803	0.291117787012978
49156	0.860633213808609
49197	0.811385856926894
16584	0.0156273453640526
15409	0.96861056797539
28493	0.472174109202624
8074	0.11958023732691
13228	0.0411008742002969
18906	0.472443293618056
38719	0.700229102491734
20570	0.86697505173186
14311	0.156154926845533
36777	0.956512946687575
43208	0.30088134218078
15510	0.999583454686492
27778	0.943616445373434
20452	0.998794184751476
7789	0.895588354502337
44199	0.104747423703779
20987	0.0903996898331362
11165	0.880476931732322
18633	0.108081234983309
28051	0.975795225100968
49668	0.144534874975483
49046	0.401790203350643
29022	0.989395564469066
11029	0.984531208507569
1567	0.248825374652989
45385	0.942238817149808
5759	0.816595278841388
47843	0.959314517435168
33768	0.413571409091406
39373	0.259895403552624
30957	0.872718432935816
9105	0.00205545454420649
18148	0.66710806340636
18479	0.597004240748463
20095	0.872273330214579
2963	0.612302889907191
30783	0.174362781847277
2690	0.946801191301969
34501	0.0406953959242569
21048	0.371161373817316
35976	0.028464451859375
42624	0.913469912338191
4611	0.000616875300570845
26068	0.699876252478032
49122	0.817298871339385
608	0.388459564052622
14574	0.885223360640409
47297	0.783215777293495
14477	0.637643338895944
2749	0.983235606301366
37426	0.0304198546414677
46001	0.0172593975193383
5872	0.00411696267629903
45825	0.0987194031951017
23160	0.760383416061123
35116	0.954384829151504
39212	0.902829532982924
23426	0.073562415401156
29502	0.843869049041533
4601	0.0190065130137842
3037	0.714986269203046
34344	0.453206035258614
40221	0.091784131174604
7249	0.000977066155958245
21071	0.0412981704405889
31893	0.753276084344486
49109	0.0184879380149941
39295	0.0769610621288763
37477	0.0531732942932693
37851	0.660745364353068
3281	0.439683269944602
7501	0.0374733787414443
37811	0.173220168857609
17990	0.946461657353597
31462	0.99813959438009
7395	0.870534194804085
41805	0.0531498878957758
22067	0.139163199214326
17652	0.710955576260165
33813	0.655917870755117
25729	0.941845744393103
49449	0.953509247100689
5168	0.00545945573948621
47555	0.628759692028007
41581	0.132570433253631
1751	0.830343486631488
24823	0.715522203764386
35076	0.0938735504925717
23934	0.359503926922055
42286	0.934989645433222
38908	0.589363345132324
46736	0.818329276584919
49894	0.0368561169258109
43417	0.768671793998059
27874	0.776521482375508
35115	0.227201026364022
41034	0.147145013764378
49871	0.605048898283292
16264	0.540009843803258
11007	0.200220463183308
36886	0.0393324910725621
33909	0.906433917672891
23092	0.216230496655996
47573	0.182690470066495
44278	0.00849049452880038
31829	0.0268204674940256
5706	0.0532185827633178
28733	0.243508085534417
2272	0.965688153081502
33993	0.980540966342644
10579	0.0672979936070785
22371	0.622251560258515
24215	0.137667112957328
39089	0.93325713384015
8700	0.113526150258141
22766	0.221607452460883
14800	0.696297373566928
23846	0.227792313931968
16472	0.636704963520154
18773	0.89605260083889
35208	0.00070769948572428
37720	0.0175870204037038
6532	0.170552657941359
445	0.116723204872893
34462	0.155051974942193
49176	0.00911570301977939
8549	0.0831438839382722
23670	0.163964534030859
26419	0.903134700081721
13872	0.37450044628358
29351	0.941880615940673
13652	0.0171182415942402
16087	0.0356820332792503
49124	0.859696143949668
22665	0.0510861948520052
40558	0.544410990964028
36392	0.000863597240427478
16648	0.993660857086732
13240	0.425337427622381
43160	0.918697058805991
26151	0.0544315657397554
27657	0.106039872333832
19734	0.970787336955675
7801	0.0670128468399536
41590	0.855688398371783
16115	0.0274732073795308
18001	0.681954172630458
4691	0.992039960096557
25943	0.0093572859321318
10129	0.681158322276815
17075	0.00237459512795308
9746	0.177813529383021
37357	0.896309239028092
46790	0.806447128854797
31916	0.0167569173999849
45496	0.125236437811058
32000	0.0556076241602294
5822	0.405903575852674
1654	0.0868236461103111
6502	0.584651887539728
9977	0.6571762914544
42101	0.795070987422717
