"id"	"prob"
598	0.386201890871941
12048	0.120013956071906
40908	0.812603959729724
33283	0.92031023581424
40600	0.000267377061156605
19805	0.0231561510340322
20784	0.849512410487724
19048	0.100270509965609
37061	0.94438430612139
3983	9.36848265593121e-06
10403	0.00546104708152138
28874	0.852390601375083
11099	0.904340386109557
12940	0.970683137275261
41437	0.0952747823857808
3554	0.733268013675838
22356	0.463204566508342
23521	0.000505811283530545
19043	0.847395906045774
30978	0.897263674555752
39297	0.848143307769505
39470	0.857850912560455
22235	0.517174807657813
35270	0.92379983706444
6693	0.692540485031852
5657	0.392269742781604
32121	0.747925620365278
20400	0.217658121426725
17806	0.56393843159284
22512	0.573995759670346
28606	0.672515629313911
48490	0.0396599633889824
1403	0.850596558558447
17124	0.0217391282887911
27901	0.245449152855136
20999	0.942253091945901
35827	0.174076768101969
26701	0.306489350423784
48095	0.148423943966866
12253	0.514924990506228
11177	0.226428181853055
7686	0.0846782461536467
36491	0.0833457825629233
27051	0.226869580369313
3700	0.959824265559555
32648	0.895473454294221
16627	0.995115642764032
14605	0.050610420364296
11235	0.717475946152664
6006	0.165893757775195
44976	0.188194759753695
23594	0.0837270528723114
24771	0.012316914608477
34332	0.733576550084787
19847	0.925855882514797
37046	0.0197389874904148
3358	0.726150867656079
47112	0.137641427261588
4522	0.334093376886
37803	0.743937393560072
41939	0.863686170661142
3882	0.961627965150286
25287	0.0036247338392112
46006	0.817196001651055
36394	0.348476546755721
19123	0.80213992519885
37707	0.0276893674929151
18962	0.0891605114106764
34016	0.887932155175323
33850	0.0149895009328268
12106	0.168239361290954
30158	0.26701003587018
11406	0.991221947508565
36719	0.956765429111841
6521	0.935863611950809
37565	0.428425118317058
9404	0.642246286571491
31922	0.318502772448055
26954	0.264044762671297
42225	0.847908867676656
26929	0.802375668530048
22202	0.833603627830329
480	0.249127604179124
15022	0.938847151893426
13299	0.700274598539365
44668	0.0137841056674598
13588	0.839855806030301
36871	0.895751779539716
43907	0.988034955075482
4789	0.253310480654948
11538	0.430216394333756
41758	0.699804290567767
33352	0.783307450055637
32596	0.322433667757994
27669	0.153250722117756
46771	0.575613574612054
17018	0.976497572732628
31622	0.566132465234337
16225	0.039702841617534
18878	0.646862448123083
19476	0.859175733759612
25314	0.914473761025504
41037	0.685325917181994
34298	0.327072974222587
7893	0.398354309572417
30635	0.721797254122226
12052	0.537454351809661
24816	0.901732867603661
46217	0.832176830056793
27550	0.635639399064175
45642	0.964900151037091
15635	0.0767411481694866
29120	0.823595639546742
42335	0.987796513602872
47655	0.321978128870795
30227	0.0326948034912443
48625	0.990693420087121
40005	0.743527500364694
26223	0.781263346037641
38348	0.0219826102094875
9217	0.978401519685665
18785	0.990960794037165
40335	0.948950734352302
14266	0.115605153097837
43974	0.988559850223026
46282	0.975961903078239
44011	0.0518438015748784
38808	0.879449749715589
20559	0.377521573657018
2150	0.0988430185708488
44500	0.207582646727041
2237	0.000125339499363183
40275	0.00130829398893976
3545	0.973138151137422
19680	0.992952290821535
20363	0.91316286939964
39706	0.0733607431978903
44823	0.842612485370598
37537	0.119642631959749
49783	0.957752974498802
15042	0.635645303123839
38773	0.998783483437588
12725	0.0671412241418409
34341	0.976113648591784
14057	0.898149419322495
48392	0.593311219899582
46800	0.299610265386366
4596	0.333156107611619
49773	0.205522057866628
41011	0.292606423819
20447	0.101994367795021
31965	0.535322710064645
45221	0.786845997090676
28223	0.279316344164367
28355	0.956058393252696
14832	0.355787553982127
